speaker,ipu,stimulus,sentence_ons,sentence_off,word_ons,word_off,v1_ons,c2_ons,v2_ons,voice_ons,voice_off,c1_rel,c2_rel
it06,ipu_79,Sentivo 'tico' di nuovo,308.2480323727285,309.65804446153845,308.719932,309.039932,308.84026160344513,308.89281436794556,308.9896749166968,308.83699421251146,308.91060184820606,308.8007596643991,308.9492122285315
it06,ipu_80,Scrivete 'pipo' sul foglio,313.4655620177179,315.19316577015155,313.9688558008183,314.34278893284073,314.09821645189635,314.164943,314.264943,314.07837521328577,314.18921380323326,314.0673193818821,314.23707914180704
it06,ipu_81,Scrivete 'puco' sul foglio,341.9556518050565,343.7134052491214,342.5377747349076,342.924943,342.6792629470242,342.76415587429415,342.87128266346815,342.67397804064245,342.7862055252578,342.64204911132487,342.82266052824093
it06,ipu_82,Ripete 'cupo' da sempre,344.99801460171744,346.520117388948,345.4406705796251,345.8045912876727,345.58620131208784,345.639955,345.729955,345.5816264262885,345.6592117182235,345.5379270249652,345.70000286108234
it06,ipu_83,Scrivete 'puto' sul foglio,347.79758163256787,349.5530600000122,348.3716195217266,348.739955,348.499955,348.599955,348.679955,348.4867321682379,348.6172652360935,348.4723659252841,348.6551319672496
it06,ipu_84,Scrivete 'coto' sul foglio,350.76002468261316,352.469977,351.27746728692523,351.624943,351.39065785661853,351.494943,351.5745925323701,351.3818369927118,351.50270327879747,351.34121472835096,351.55462185503205
it06,ipu_85,Sentivo 'cuto' di nuovo,353.5250610795559,355.1317183721262,354.0303761228294,354.424943,354.194943,354.274943,354.364943,354.1809883651315,354.2901952750116,354.1564307296688,354.3375275310226
it06,ipu_86,Ripete 'poto' da sempre,356.3495508049356,357.8772097397901,356.7538028395544,357.109932,356.869932,356.979932,357.059932,356.8647677521106,356.98260585970377,356.8538595288968,357.0339538169179
it06,ipu_87,Scrivete 'tuto' sul foglio,359.2865542561482,361.06789524983833,359.864921,360.194921,359.97926352854984,360.044921,360.134921,359.9705215455094,360.07111490739993,359.9460735774644,360.1161049385536
it06,ipu_88,Sentivo 'coto' di nuovo,362.2458008406731,363.7450867990302,362.7389883229081,363.11494271510355,362.8622851934668,362.9552631614291,363.05834743025696,362.8638643509169,362.9763566840003,362.8218188990583,363.0422508298978
it06,ipu_89,Sentivo 'chipo' di nuovo,364.93588140024656,366.43802540219366,365.4310901426546,365.8070445348501,365.59279095650214,365.634943,365.7363004287918,365.5784646372801,365.6614277329291,365.5104346656031,365.70612623671906
it06,ipu_90,Sentivo 'pupo' di nuovo,367.90413441436357,369.4585866357717,368.469955,368.8467184988858,368.6055116944272,368.669955,368.7719318724814,368.59862272978404,368.69796994833155,368.5794833271957,368.7410320975057
it06,ipu_91,Sentivo 'tapo' di nuovo,370.7512810290602,372.199020217299,371.204943,371.574943,371.324943,371.414943,371.52045976610907,371.3202298739938,371.45654238836823,371.3034537094453,371.5019611405896
it06,ipu_92,Scrivete 'pato' sul foglio,373.5767014147484,375.2228625218806,374.039932,374.3973330450246,374.149932,374.249932,374.339932,374.1446094118535,374.2505476785752,374.12095265790646,374.3149898527399
it06,ipu_93,Sentivo 'checo' di nuovo,377.109955,378.5160400623781,377.509955,377.909955,377.639955,377.739955,377.849955,377.6274830301288,377.7486663327967,377.5870483866559,377.8151484951621
it06,ipu_94,Sentivo 'coco' di nuovo,379.9175533544913,381.379955,380.39254949516845,380.774943,380.524943,380.6209518947281,380.724943,380.519534242957,380.6475405346596,380.4870952646761,380.69278136794674
it06,ipu_95,Ripete 'teto' da sempre,385.1458568727989,386.71057533462954,385.62287427364913,385.95,385.72,385.8027664290545,385.8795743156321,385.7137904024274,385.824825200685,385.6913976979888,385.8652384491136
